196	242	3	881250949
186	302	3	891717742
22	377	1	878887116
244	51	2	880606923
166	346	1	886397596
298	474	4	884182806
115	265	2	881171488
253	465	5	891628467
6	86	3	883603013
210	40	3	891035994
224	29	3	888104457
303	785	3	879485318
122	387	5	879270459
194	274	2	879539794
234	1184	2	892079237
119	392	4	886176814
167	486	4	892738452
299	144	4	877881320
95	546	2	879196566
102	768	2	883748450
63	277	4	875747401
50	246	3	877052329
301	98	4	882075827
97	194	3	884238860
7	32	4	891350932
284	304	4	885329322
276	564	3	874791805
287	327	5	875333916
246	201	5	884921594
249	241	5	879641194
178	332	3	882823437
81	432	2	876535131
260	322	4	890618898
25	181	5	885853415
290	143	5	880474293
115	20	3	881171009
20	288	1	879667584
201	219	4	884112673
246	919	4	884920949
138	26	5	879024232
60	427	5	883326620
223	274	4	891550094
92	1049	1	890251826
246	416	3	884923047
194	165	4	879546723
241	690	2	887249482
178	248	4	882823954
254	1444	3	886475558
225	480	5	879540748
276	54	3	874791025
291	144	5	874835091
222	366	4	878183381
42	403	3	881108684
11	111	4	891903862
95	625	4	888954412
8	338	4	879361873
162	25	4	877635573
279	154	5	875296291
145	275	2	885557505
119	1153	5	874781198
62	498	4	879373848
62	382	3	879375537
28	209	4	881961214
135	23	4	879857765
32	294	3	883709863
90	382	5	891383835
286	208	4	877531942
293	685	3	888905170
216	144	4	880234639
160	174	5	876860807
265	118	4	875320714
198	498	3	884207492
42	96	5	881107178
168	151	5	884288058
110	307	4	886987260
90	648	4	891384754
271	346	4	885844430
62	21	3	879373460
279	832	3	881375854
237	514	4	879376641
94	789	4	891720887
128	485	3	879966895
44	195	5	878347874
194	385	2	879524643
72	195	5	880037702
222	750	5	883815120
41	265	3	890687042
82	135	3	878769629
262	1147	4	879791710
293	471	3	888904884
216	658	3	880245029
250	140	3	878092059
59	23	5	888205300
286	379	5	877533771
244	815	4	880605185
174	368	1	886434402
87	274	4	879876734
13	836	2	882139746
13	272	4	884538403
305	427	5	886323090
95	787	2	888954930
299	955	4	889502823
269	504	4	891449922
299	111	3	877878184
194	466	4	879525876
160	135	4	876860807
99	268	3	885678247
85	427	3	879456350
303	919	4	879467295
121	514	3	891387947
90	98	5	891383204
49	559	2	888067405
42	794	3	881108425
155	323	2	879371261
19	4	4	885412840
5	2	3	875636053
305	117	2	886324028
44	294	4	883612356
80	466	5	887401701
254	164	4	886472768
298	281	3	884183336
279	1240	1	892174404
18	443	3	880130193
268	1035	2	875542174
13	98	4	881515011
26	258	3	891347949
7	455	4	891353086
222	755	4	878183481
119	328	4	876923913
213	172	5	878955442
94	1217	3	891723086
130	379	4	875801662
38	328	4	892428688
160	719	3	876857977
293	1267	3	888906966
26	930	2	891385985
130	216	4	875216545
92	1079	3	886443455
256	452	4	882164999
1	61	4	878542420
72	48	4	880036718
13	360	4	882140926
15	405	2	879455957
92	77	3	875654637
207	476	2	884386343
292	174	5	881105481
251	748	2	886272175
224	26	3	888104153
181	220	4	878962392
259	255	4	874724710
305	471	4	886323648
52	280	3	882922806
161	202	5	891170769
148	408	5	877399018
83	234	4	887665548
90	347	4	891383319
194	181	3	879521396
151	10	5	879524921
269	127	4	891446165
54	106	3	880937882
303	69	5	879467542
301	790	4	882078621
276	1091	3	874793035
305	214	2	886323068
194	1028	2	879541148
91	323	2	891438397
294	109	4	877819599
200	318	5	884128458
229	328	1	891632142
178	568	4	882826555
62	65	4	879374686
301	401	4	882078040
36	339	5	882157581
63	242	3	875747190
28	201	3	881961671
279	68	4	875307407
250	7	4	878089716
14	98	3	890881335
299	1018	3	889502324
194	54	3	879525876
119	237	5	874775038
295	218	5	879966498
268	2	2	875744173
66	258	4	883601089
233	202	5	879394264
83	623	4	880308578
214	334	3	891542540
301	56	4	882076587
234	141	3	892334609
181	264	2	878961624
38	153	5	892430369
264	813	4	886122952
181	872	1	878961814
269	367	3	891450023
193	96	1	889124507
113	595	5	875936424
275	98	4	875155140
189	520	5	893265380
222	118	4	877563802
302	322	2	879436875
279	501	3	875308843
181	3	2	878963441
13	198	3	881515193
201	767	4	884114505
296	705	5	884197193
42	546	3	881105817
33	872	3	891964230
301	554	3	882078830
95	135	3	879197562
154	357	4	879138713
77	484	5	884733766
302	303	2	879436785
222	77	4	878183616
13	215	5	882140588
16	705	5	877722736
270	452	4	876956264
145	15	2	875270655
170	749	5	887646170
101	829	3	877136138
184	218	3	889909840
128	204	4	879967478
184	153	3	889911285
1	160	4	875072547
54	595	3	880937813
128	508	4	879967767
23	323	2	874784266
301	227	3	882077222
82	183	3	878769848
222	724	3	878181976
303	134	5	879467959
133	751	3	890588547
69	256	5	882126156
104	984	1	888442575
63	1067	3	875747514
267	410	4	878970785
13	56	5	881515011
240	879	3	885775745
286	237	2	875806800
294	271	5	889241426
90	1086	4	891384424
144	89	3	888105691
191	302	4	891560253
59	951	3	888206409
200	96	5	884129409
16	197	5	877726146
271	199	4	885848448
271	709	3	885849325
275	597	3	876197678
87	40	3	879876917
207	258	4	877879172
272	1393	2	879454663
177	333	4	880130397
299	577	3	889503806
271	378	4	885849447
305	425	4	886324486
94	1224	3	891722802
130	1017	3	874953895
10	175	3	877888677
191	286	4	891560842
21	558	5	874951695
13	344	2	888073635
194	66	3	879527264
234	206	4	892334543
308	402	4	887740700
269	522	5	891447773
94	265	4	891721889
272	12	5	879455254
296	20	5	884196921
180	462	5	877544218
234	612	3	892079140
104	117	2	888465972
269	845	1	891456255
234	1451	3	892078343
275	405	2	876197645
52	250	3	882922661
178	731	4	882827532
236	71	3	890116671
263	176	5	891299752
244	186	3	880605697
279	1181	4	875314001
43	815	4	883956189
151	197	5	879528710
254	436	2	886474216
109	631	3	880579371
249	188	4	879641067
144	699	4	888106106
301	604	4	882075994
222	97	4	878181739
268	436	3	875310745
213	173	5	878955442
160	460	2	876861185
13	498	4	882139901
59	715	5	888205921
125	163	5	879454956
114	505	3	881260203
213	515	4	878870518
23	196	2	874786926
239	56	4	889179478
181	279	1	878962955
291	80	4	875086354
250	238	4	878089963
119	407	3	887038665
287	1	5	875334088
216	531	4	880233810
203	471	4	880434463
92	587	3	875660408
13	892	3	882774224
213	176	4	878956338
117	1047	2	881009697
99	111	1	885678886
11	558	3	891904214
65	47	2	879216672
85	259	2	881705026
250	596	5	878089921
137	144	5	881433689
201	960	2	884112077
257	137	4	882049932
91	480	4	891438875
215	211	4	891436202
1	20	4	887431883
299	305	3	879737314
187	210	4	879465242
214	568	4	892668197
293	770	3	888906655
285	191	4	890595859
96	156	4	884402860
7	430	3	891352178
73	480	4	888625753
269	246	5	891457067
263	419	5	891299514
70	431	3	884150257
221	475	4	875244204
72	182	5	880036515
189	526	4	893266205
299	303	3	877618584
264	294	3	886121516
200	365	5	884129962
187	135	4	879465653
184	187	4	889909024
63	289	2	875746985
13	229	4	882397650
298	486	3	884183063
235	185	4	889655435
246	94	2	884923505
54	742	5	880934806
11	732	3	891904596
8	550	3	879362356
307	174	4	879283480
164	406	2	889402389
193	869	3	889127811
94	184	2	891720862
281	338	2	881200457
130	109	3	874953794
128	371	1	879966954
94	720	1	891723593
182	845	3	885613067
254	229	4	886474580
64	381	4	879365491
151	176	2	879524293
45	25	4	881014015
193	879	3	889123257
276	922	4	889174849
181	306	1	878962006
264	721	5	886123656
197	346	3	891409070
276	142	3	874792945
308	427	4	887736584
221	943	4	875246759
109	8	3	880572642
198	58	3	884208173
230	680	4	880484286
234	448	3	892335501
193	941	4	889124890
244	265	4	880606634
90	289	3	891382310
157	25	3	886890787
305	71	3	886323684
21	222	2	874951382
231	181	4	888605273
301	33	4	882078228
72	699	3	880036783
90	259	2	891382392
130	642	4	875216933
26	1015	3	891352136
82	508	2	884714249
276	40	3	874791871
152	301	3	880147407
178	845	4	882824291
217	597	4	889070087
79	303	4	891271203
138	484	4	879024127
308	81	5	887737293
75	284	2	884050393
269	198	4	891447062
307	94	3	877122695
269	22	1	891448072
13	864	4	882141924
230	742	5	880485043
269	507	4	891448800
245	1028	5	888513447
56	546	3	892679460
295	961	5	879519556
271	1028	2	885848102
222	812	2	881059117
10	7	4	877892210
22	376	3	878887112
82	717	1	884714492
269	234	1	891449406
243	1039	4	879988184
282	325	1	881703044
78	323	1	879633567
118	200	5	875384647
283	1114	5	879297545
70	217	4	884151119
10	100	5	877891747
245	181	4	888513664
246	561	1	884923445
276	70	4	874790826
244	17	2	880607205
189	56	5	893265263
226	242	5	883888671
276	417	4	874792907
306	235	4	876504354
280	631	5	891700751
56	71	4	892683275
42	274	5	881105817
1	202	5	875072442
13	809	4	882397582
173	289	4	877556988
15	749	1	879455311
185	23	4	883524249
150	293	4	878746946
7	497	4	891352134
178	317	4	882826915
178	742	3	882823833
234	1462	3	892333865
97	222	5	884238887
109	127	2	880563471
